ninja;1.12.1;https://github.com/ninja-build/ninja/archive/v@/ninja-@.tar.gz;6288992b05e593a391599692e2f7e490
openssl;3.4.1;https://github.com/openssl/openssl/releases/download/openssl-@/openssl-@.tar.gz;fb7a747ac6793a7ad7118eaba45db379
patch;2.7.6;https://ftp.gnu.org/gnu/patch/patch-@.tar.xz;78ad9937e4caadcba1526ef1853730d5
perl;5.40.1;https://www.cpan.org/src/5.0/perl-@.tar.xz;bab3547a5cdf2302ee0396419d74a42e
pkgconf;2.3.0;https://distfiles.ariadne.space/pkgconf/pkgconf-@.tar.xz;833363e77b5bed0131c7bc4cc6f7747b
procps;4.0.5;https://sourceforge.net/projects/procps-ng/files/Production/procps-ng-@.tar.xz;90803e64f51f192f3325d25c3335d057
psmisc;23.7;https://sourceforge.net/projects/psmisc/files/psmisc/psmisc-@.tar.xz;53eae841735189a896d614cba440eb10
python;3.13.2;https://www.python.org/ftp/python/@/Python-@.tar.xz;4c2d9202ab4db02c9d0999b14655dfe5
python documentation;3.13.2;https://www.python.org/ftp/python/doc/@/python-@-docs-html.tar.bz2;d6aede88f480a018d26b3206f21654ae
readline;8.2.13;https://ftp.gnu.org/gnu/readline/readline-8.2.13.tar.gz;05080bf3801e6874bb115cd6700b708f
sed;4.9;https://ftp.gnu.org/gnu/sed/sed-@.tar.xz;6aac9b2dbafcd5b7a67a8a9bcb8036c3
setuptools;75.8.1;https://pypi.org/packages/source/s/setuptools/setuptools-@.tar.gz;7dc3d3f529b76b10e35326e25c676b30
shadow;4.17.3;https://github.com/shadow-maint/shadow/releases/download/@/shadow-@.tar.xz;0da190e53ecee76237e4c8f3f39531ed
sysklogd;2.7.0;https://github.com/troglobit/sysklogd/releases/download/v@/sysklogd-@.tar.gz;611c0fa5c138eb7a532f3c13bdf11ebc
systemd;257.3;https://github.com/systemd/systemd/archive/v@/systemd-@.tar.gz;8e4fc90c7aead651fa5c50bd1b34abc2
udev-lfs;257.3;https://github.com/systemd/systemd/archive/v@/systemd-@.tar.gz;8e4fc90c7aead651fa5c50bd1b34abc2
systemd man pages;257.3;https://anduin.linuxfromscratch.org/LFS/systemd-man-pages-@.tar.xz;9b77c3b066723d490cb10aed4fb05696
sysvinit;3.14;https://github.com/slicer69/sysvinit/releases/download/@/sysvinit-@.tar.xz;bc6890b975d19dc9db42d0c7364dd092
tar;1.35;https://ftp.gnu.org/gnu/tar/tar-@.tar.xz;a2d8042658cfd8ea939e6d911eaf4152
tcl;8.6.16;https://downloads.sourceforge.net/tcl/tcl@-src.tar.gz;eaef5d0a27239fb840f04af8ec608242
tcl documentation;8.6.16;https://downloads.sourceforge.net/tcl/tcl@-html.tar.gz;750c221bcb6f8737a6791c1fbe98b684
texinfo;7.2;https://ftp.gnu.org/gnu/texinfo/texinfo-@.tar.xz;11939a7624572814912a18e76c8d8972
time zone data;2025a;https://www.iana.org/time-zones/repository/releases/tzdata@.tar.gz;404229390c06b7440f5e48d12c1a3251
udev-lfs tarball;udev-lfs-20230818;https://anduin.linuxfromscratch.org/LFS/@.tar.xz;acd4360d8a5c3ef320b9db88d275dae6
util-linux;2.40.4;https://www.kernel.org/pub/linux/utils/util-linux/v2.40/util-linux-@.tar.xz;f9cbb1c8315d8ccbeb0ec36d10350304
vim;9.1.1166;https://github.com/vim/vim/archive/v@/vim-@.tar.gz;718d43ce957ab7c81071793de176c2eb
wheel;0.45.1;https://pypi.org/packages/source/w/wheel/wheel-@.tar.gz;dddc505d0573d03576c7c6c5a4fe0641
xml::parser;2.47;https://cpan.metacpan.org/authors/id/T/TO/TODDR/XML-Parser-@.tar.gz;89a8e82cfd2ad948b349c0a69c494463
xz;5.6.4;https://github.com//tukaani-project/xz/releases/download/v@/xz-@.tar.xz;4b1cf07d45ec7eb90a01dd3c00311a3e
zlib;1.3.1;https://zlib.net/fossils/zlib-@.tar.gz;9855b6d802d7fe5b7bd5b196a2271655
zstd;1.5.7;https://github.com/facebook/zstd/releases/download/v@/zstd-@.tar.gz;780fc1896922b1bc52a4e90980cdda48
